TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
EKTR3;33.5;10.01;7.45;2.38;0.59;26.01;20.57;10.08;3.65;6.43;2.61;1.7;0.75;14.42;-0.85;1.15;31.95;7.88;16.7;0.25;0.75;0.78;7.62;18.39;5025.5;14.07;4.5;-0.36;7075716779
EKTR4;39.24;9.4;8.73;2.79;0.69;26.01;20.57;10.08;4.28;6.43;2.61;1.7;0.88;16.9;-1;1.15;31.95;7.88;16.7;0.25;0.75;0.78;7.62;18.39;12929.44;14.07;4.5;-0.43;7075716779
ELEK3;19.11;;24.46;2.66;1.07;11.39;2.82;2.53;21.94;38.76;5.75;0.7;0.62;3.75;-2.6;1.94;10.87;4.36;4.38;0.4;0.6;1.72;1.48;;;7.19;0.78;-0.35;905051916.3
ELEK4;36.99;;47.34;5.15;2.07;11.39;2.82;2.53;42.48;38.76;5.75;0.7;1.2;7.26;-5.02;1.94;10.87;4.36;4.38;0.4;0.6;1.72;1.48;;;7.19;0.78;-0.68;905051916.3
ELET3;34.35;0.64;46.53;0.71;0.3;49.56;33.47;4.94;6.86;10.33;3.22;0.33;2.3;5.7;-0.36;1.47;1.53;0.65;6.84;0.42;0.58;0.13;2.97;;254400061.9;48.29;0.74;-0.67;80360829149
ELET5;85;2.41;115.13;1.76;0.74;49.56;33.47;4.94;16.98;10.33;3.22;0.33;5.69;14.1;-0.89;1.47;1.53;0.65;6.84;0.42;0.58;0.13;2.97;;12750;48.29;0.74;-1.65;80360829149
ELET6;38.32;3.9;51.9;0.79;0.34;49.56;33.47;4.94;7.66;10.33;3.22;0.33;2.56;6.36;-0.4;1.47;1.53;0.65;6.84;0.42;0.58;0.13;2.97;;65830689.72;48.29;0.74;-0.74;80360829149
ELMD3;15.21;;34.38;2.68;0.95;43.5;19.03;7.08;12.79;16.46;3.26;0.68;2.43;-11.62;-1.23;0.74;7.81;2.77;7.49;0.35;0.57;0.39;37.68;;1852930;5.67;0.44;-0.05;2129152883
ELPL3;8.31;;1.04;0.68;0.06;24.93;19.27;8.07;0.43;2.02;1.6;2.51;0.08;-0.95;-0.08;0.81;65.85;5.41;33.14;0.08;0.92;0.67;7.49;;;12.16;8;0.07;1640949623
EMAE3;25.35;7.12;13.51;0.84;0.46;10.3;-3.01;12.3;-55.22;-73.94;27.64;-0.42;1.66;1.18;-0.85;7.22;6.2;3.43;-2.42;0.55;0.45;0.28;20.52;-10.26;;30.26;1.88;-0.33;1714178901
EMAE4;60.31;3.29;32.14;1.99;1.1;10.3;-3.01;12.3;-131.38;-73.94;27.64;-0.42;3.95;2.8;-2.02;7.22;6.2;3.43;-2.42;0.55;0.45;0.28;20.52;-10.26;206604.89;30.26;1.88;-0.78;1714178901
EMBR3;17.37;;-25.44;1.06;0.25;18.17;3.46;-1.99;14.61;22.54;7.45;0.54;0.51;1.25;-0.59;1.52;-4.18;-0.98;1.79;0.23;0.74;0.49;4.54;;106729093.2;16.34;-0.68;0.46;12861877814
ENAT3;18.32;0.82;13.51;1.2;0.63;46.73;32.39;21.34;8.9;9.15;0.22;0.03;2.88;12.31;-0.85;1.24;8.85;4.65;7.13;0.53;0.47;0.22;34.1;0.18;28697102.59;15.32;1.36;-0.21;4869582500
ENBR3;24.08;5.9;14.2;1.25;0.38;30.13;19.68;5.63;4.07;7.01;2.95;0.91;0.8;-14.67;-0.5;0.91;8.82;2.65;10.44;0.3;0.67;0.47;6.98;10;27666157.79;19.22;1.7;-0.26;13994459653
ENEV3;10.99;;26.53;1.34;0.41;34.71;23.97;7.29;8.07;15.99;7.68;1.28;1.93;27.11;-0.46;1.14;5.06;1.53;5.69;0.3;0.64;0.21;17.63;47.04;82470742.38;8.18;0.41;-0.6;17414450434
ENGI11;46.85;3.2;11.96;1.61;0.29;27.29;21.49;5.95;3.31;7.28;3.91;1.9;0.71;5.82;-0.4;1.23;13.5;2.45;11.24;0.18;0.77;0.41;14.21;23.39;136871113.1;29.03;3.92;-0.3;19106240880
ENGI3;16.64;1.8;21.24;2.87;0.52;27.29;21.49;5.95;5.89;7.28;3.91;1.9;1.26;10.34;-0.71;1.23;13.5;2.45;11.24;0.18;0.77;0.41;14.21;23.39;86871.82;5.81;0.78;-0.54;19106240880
ENGI4;7.6;3.95;9.7;1.31;0.24;27.29;21.49;5.95;2.69;7.28;3.91;1.9;0.58;4.72;-0.33;1.23;13.5;2.45;11.24;0.18;0.77;0.41;14.21;23.39;102114.44;5.81;0.78;-0.24;19106240880
ENJU3;1.45;;-9.42;0.78;0.7;42.32;-39.92;-21.24;-5.01;-0.09;5.02;-0.78;2;0.98;-3.66;8.29;-8.32;-7.38;-15.63;0.89;0.11;0.35;32.86;;541208.54;1.85;-0.15;0.13;293814352.6
ENMA3B;50.49;5.53;10.16;2.19;0.95;30.09;20.68;15.62;7.68;;1.5;0.43;1.59;13.55;-1.36;1.31;21.56;9.35;15.07;0.43;0.57;0.6;7.52;10.75;;23.05;4.97;0.73;
ENMA6B;83.99;3.32;16.9;3.64;1.58;30.09;20.68;15.62;12.77;;1.5;0.43;2.64;22.54;-2.26;1.31;21.56;9.35;15.07;0.43;0.57;0.6;7.52;10.75;;23.05;4.97;1.21;
ENMT3;61.99;5.01;13.93;4.17;1.07;30.32;24.4;13.95;7.96;10.83;2.62;1.37;1.94;31.95;-1.48;1.14;29.93;7.71;17.79;0.26;0.74;0.55;13.11;189.75;82007.31;14.87;4.45;-0.76;13998144929
ENMT4;64.96;4.78;14.59;4.37;1.13;30.32;24.4;13.95;8.34;10.83;2.62;1.37;2.04;33.48;-1.55;1.14;29.93;7.71;17.79;0.26;0.74;0.55;13.11;189.75;24958.86;14.87;4.45;-0.79;13998144929
EPAR3;14.15;;4.23;1.56;0.85;16.06;9.97;4.5;1.91;2.05;0.05;0.04;0.19;2.33;-2.67;2.13;36.76;20.01;47.32;0.54;0.46;4.45;38.18;;55403.28;9.1;3.34;-0.69;210277037.2
EQPA3;6.33;7.95;7.77;3.67;1.06;32.48;24.63;19.48;6.14;7.8;1.65;0.98;1.51;9.02;-1.59;1.55;47.23;13.68;23.46;0.29;0.71;0.7;10.57;24.03;17865.95;1.73;0.82;0.26;13986867612
EQPA5;7.1;7.09;8.71;4.11;1.19;32.48;24.63;19.48;6.89;7.8;1.65;0.98;1.7;10.12;-1.78;1.55;47.23;13.68;23.46;0.29;0.71;0.7;10.57;24.03;7137.33;1.73;0.82;0.3;13986867612
EQPA6;10.05;5.01;12.33;5.82;1.69;32.48;24.63;19.48;9.75;7.8;1.65;0.98;2.4;14.33;-2.53;1.55;47.23;13.68;23.46;0.29;0.71;0.7;10.57;24.03;1005;1.73;0.82;0.42;13986867612
EQPA7;7;7.19;8.59;4.06;1.17;32.48;24.63;19.48;6.79;7.8;1.65;0.98;1.67;9.98;-1.76;1.55;47.23;13.68;23.46;0.29;0.71;0.7;10.57;24.03;243600;1.73;0.82;0.29;13986867612
EQTL3;31.92;1.1;22.22;1.97;0.38;29.31;19.04;4.82;5.62;10.92;5.16;1.81;1.07;5.65;-0.51;1.38;8.85;1.72;9.29;0.19;0.77;0.36;24.5;10.54;230673102.3;16.23;1.44;-0.45;36559482305
ESPA3;1.12;;-10.71;0.46;0.18;36.94;12.59;-3.9;3.32;9.22;5.84;0.81;0.42;1.66;-0.3;1.35;-4.3;-1.66;5.25;0.38;0.61;0.42;36.16;;2698112.56;2.43;-0.1;0.03;404793833.9
ESTR3;12.59;;-1.57;-0.19;0.4;47.01;5.69;-37.27;10.28;14.03;7.61;;0.59;-0.18;-0.79;0.18;-12.01;-25.3;-2.14;-2.11;3.11;0.68;4.32;;1675.67;-66.76;-8.02;-0.01;66257755
ESTR4;6;;-0.75;-0.09;0.19;47.01;5.69;-37.27;4.9;14.03;7.61;;0.28;-0.09;-0.38;0.18;-12.01;-25.3;-2.14;-2.11;3.11;0.68;4.32;;1882.2;-66.76;-8.02;-0.01;66257755
ETER3;7.66;5.08;6.05;0.68;0.39;27.61;8.29;6.56;4.79;5.74;0.77;0.11;0.4;1.29;-0.82;2.36;11.26;6.43;11.02;0.57;0.43;0.98;12.27;;2210080.21;11.24;1.27;-0.09;473208564.5
EUCA3;14.18;5.07;5.06;0.61;0.34;31.82;12.73;9.82;3.91;5.23;1.64;0.26;0.5;2.43;-0.53;1.61;12.13;6.63;11.36;0.55;0.45;0.68;15.81;43.97;20505.09;23.09;2.8;-0.15;1206571943
EUCA4;12.44;6.35;4.44;0.54;0.29;31.82;12.73;9.82;3.43;5.23;1.64;0.26;0.44;2.13;-0.46;1.61;12.13;6.63;11.36;0.55;0.45;0.68;15.81;43.97;491493.26;23.09;2.8;-0.13;1206571943
EVEN3;6.5;6.18;9.15;0.64;0.19;21.48;6.45;5.53;7.84;7.8;-0.05;0;0.51;0.36;-0.93;2.92;7.02;2.07;2.59;0.29;0.58;0.37;10.85;;7628421.74;10.11;0.71;-0.62;1300000000
EZTC3;14.63;1.89;12.7;0.71;0.57;31.07;18.56;23.45;16.05;16.32;-0.49;-0.02;2.98;1.72;-0.96;5.14;5.56;4.46;3.17;0.8;0.19;0.19;2.72;-6.64;40024875.97;20.71;1.15;-0.34;3233070577
FBMC3;0;;0;0;0;-60.76;-92.67;-101.97;0;-0.74;-0.67;;0;0;0;0.31;-24.19;-36.57;25.82;-1.51;2.51;0.36;-18.14;;;-87.48;-21.16;0;904253.84
FBMC4;1.96;;-0.09;-0.02;0.03;-60.76;-92.67;-101.97;-0.1;-0.74;-0.67;;0.09;-0.04;-0.05;0.31;-24.19;-36.57;25.82;-1.51;2.51;0.36;-18.14;;;-87.48;-21.16;0;904253.84
FESA3;63;4.72;8.15;1.73;1.35;35.06;24.01;24.15;8.2;5.88;-1.05;-0.22;1.97;4.13;-2.36;4.2;21.19;16.52;15.92;0.78;0.22;0.68;23.14;20.39;16411.33;36.46;7.73;-0.21;4708044800
FESA4;48.46;6.75;6.27;1.33;1.04;35.06;24.01;24.15;6.31;5.88;-1.05;-0.22;1.51;3.18;-1.81;4.2;21.19;16.52;15.92;0.78;0.22;0.68;23.14;20.39;8690101.41;36.46;7.73;-0.16;4708044800
FHER3;6.89;;-0.82;3.65;0.14;-1.71;-8.04;-8.02;-0.82;-0.76;0.08;-0.36;0.07;0.71;-0.54;1.35;-443.85;-16.84;-410.28;0.04;0.96;2.1;3.45;;216655.95;1.89;-8.38;0;371076686.8
FIBR3;66.3;;12.03;2.59;0.9;45.77;36.8;16.71;5.46;7.63;2.17;1.03;2.01;9.59;-1.28;1.46;21.57;7.48;17.1;0.35;0.65;0.45;21.43;;;25.55;5.51;0.07;36712556310
FIEI3;13;;6.35;0.36;0.3;-30.67;-422.2;190.77;-2.87;-2.51;0.36;-0.05;12.12;4.5;-0.33;3.03;5.63;4.74;-12.63;0.84;0.16;0.02;-18.7;;6804.63;36.37;2.05;-0.04;31487989
FIGE3;11.99;0.33;3.22;0.18;0.18;100;93.84;45.78;1.57;0.53;;;1.48;14171.8;-0.18;;5.69;5.55;;0.97;0.03;0.12;1.92;-6.17;;65.33;3.72;-0.11;9497566.76
FIGE4;0;;0;0;0;100;93.84;45.78;0;0.53;;;0;0;0;;5.69;5.55;;0.97;0.03;0.12;1.92;-6.17;;65.33;3.72;0;9497566.76
FIQE3;3.43;4.51;10.47;1.18;0.62;44.99;24.91;15.06;6.33;5.82;-0.55;-0.1;1.58;6.38;-0.89;1.48;11.26;5.93;10.78;0.53;0.47;0.39;;;717408.82;2.91;0.33;1.72;1241830159
FLEX3;0;;0;0;0;22.25;-72.5;-102.95;0;-0.44;-0.44;;0;0;0;0.15;-94.35;-223.42;100.17;-2.37;3.37;2.17;-5.08;;;-112.78;-106.4;0;0
FLRY3;15.12;3.07;28.02;1.62;0.72;27.08;14.42;5.72;11.13;15.84;4.44;0.65;1.6;11.1;-0.94;1.37;5.79;2.57;7.09;0.44;0.56;0.45;13.37;-1.64;55523176.56;9.31;0.54;-1.89;8273528313
FNCN3;14.25;3.75;2.65;0.96;0.75;92.06;10.29;132.47;34.09;34.09;;;3.51;1.23;-2.38;9.54;36.09;28.45;;0.79;0.21;0.21;-12.29;67.33;;14.92;5.38;-0.01;13021336.5
FRAS3;14.84;2.81;13.56;2.11;1.03;32.9;13.86;8.88;8.68;8.56;-0.26;-0.06;1.2;2.79;-2.53;2.64;15.59;7.59;13.27;0.49;0.51;0.86;29.71;35.77;7249122.03;7.02;1.09;0.29;4007042530
FRIO3;51;;-1.11;-0.5;0.12;15.69;6.55;-9.48;1.61;12.02;10.41;;0.11;-0.35;-0.44;0.68;-45.2;-10.94;9.5;-0.24;1.2;1.15;15.09;;6103;-101.49;-45.87;-0.01;209444454
FRTA3;2.19;;-0.62;-0.06;0.14;20.66;-46.69;-97.99;-1.3;-19.66;-18.31;;0.61;-0.05;-0.16;0.04;-10.01;-23.15;41.1;-2.31;3.31;0.24;-33.74;;25583.56;-35.41;-3.54;0;4497397.14
FTRT3B;0;;0;0;0;;;;0;0;0;0;;0;0;0;-0.95;-0.9;-2.42;0.95;0.05;0;;;;0.01;0;0;0
G2DI33;1.94;;2.88;0.27;0.24;100;84.27;80.51;2.75;3.24;0.54;0.05;2.32;24.52;-0.26;1.21;9.47;8.42;8.87;0.89;0.11;0.1;;;119422.41;7.12;0.67;-0.11;223209392.7
GBIO33;10.4;;-14.97;1.32;0.79;43.48;3.79;-10.14;40.09;47.57;7.48;0.25;1.52;7.57;-1.43;1.31;-8.83;-5.29;-0.1;0.6;0.4;0.52;12.83;;;7.86;-0.69;0.06;1108871982
GEPA3;25.25;12.72;7.04;1.16;0.65;43.92;38.51;23.81;4.35;5.56;1.07;0.29;1.68;-4.49;-0.76;0.48;16.42;9.3;14.04;0.57;0.43;0.39;-1.18;6.8;11237.94;21.86;3.59;0.02;2412140825
GEPA4;25.69;12.5;7.16;1.18;0.67;43.92;38.51;23.81;4.43;5.56;1.07;0.29;1.7;-4.57;-0.77;0.48;16.42;9.3;14.04;0.57;0.43;0.39;-1.18;6.8;25640.03;21.86;3.59;0.02;2412140825
GETT11;4.81;;15.12;2.48;0.16;41.43;18.41;17.71;14.55;;0.99;0.17;2.68;6.28;-3.92;1.03;16.41;1.07;10.57;0.07;0.93;0.06;;;1078155.63;1.94;0.32;0.13;
GETT3;2.4;;7.55;1.24;0.08;41.43;18.41;17.71;7.26;;0.99;0.17;1.34;3.13;-1.96;1.03;16.41;1.07;10.57;0.07;0.93;0.06;;;75696.11;1.94;0.32;0.07;
GETT4;2.4;;7.55;1.24;0.08;41.43;18.41;17.71;7.26;;0.99;0.17;1.34;3.13;-1.96;1.03;16.41;1.07;10.57;0.07;0.93;0.06;;;87049.26;1.94;0.32;0.07;
GFSA3;5.57;;-1.98;0.2;0.06;7.81;-17.12;-14.2;-1.64;-9.3;-7.58;0.92;0.28;0.16;-0.22;2.32;-10.02;-3.26;-6.41;0.33;0.67;0.23;7.64;;14783044.56;28.08;-2.81;0;352359197
GGBR3;20.18;16.3;3.71;0.72;0.48;19.11;18.52;12.54;2.51;3.11;0.46;0.13;0.47;1.77;-0.82;2.94;19.52;12.96;18.54;0.66;0.33;1.03;17.42;;1096566.05;27.87;5.44;-0.09;37377470478
GGBR4;21.84;15.06;4.01;0.78;0.52;19.11;18.52;12.54;2.72;3.11;0.46;0.13;0.5;1.92;-0.88;2.94;19.52;12.96;18.54;0.66;0.33;1.03;17.42;;207646177.6;27.87;5.44;-0.1;37377470478
GGPS3;16.25;1.59;19.13;3.88;1.17;17.33;10.8;5.68;10.06;10.86;0.53;0.2;1.09;3.29;-2.75;2.63;20.31;6.12;13.31;0.3;0.7;1.08;;;33634466.18;4.18;0.85;0.63;10922766839
GMAT3;5.84;;11.51;1.62;0.9;21.59;6.32;4.62;8.4;10.17;1.37;0.26;0.53;2.14;-2.43;2.98;14.04;7.8;13.01;0.56;0.44;1.69;30.71;47.75;36925495.13;3.61;0.51;0.4;12902581101
GNDI3;66.95;;-3584.81;5.84;2.38;18.55;3.28;-0.1;104.45;109.34;4.9;0.27;3.42;79.65;-3.01;1.17;-0.16;-0.07;2.22;0.41;0.59;0.69;29.03;;;11.47;-0.02;35.34;41526443086
GOAU3;10.05;11.54;3.25;0.6;0.14;19.11;18.44;4.2;0.74;1.14;0.39;0.32;0.14;0.49;-0.24;3.03;18.39;4.28;18.11;0.23;0.33;1.02;17.42;;546810.85;16.83;3.1;-0.08;10517158705
GOAU4;10.24;11.33;3.31;0.61;0.14;19.11;18.44;4.2;0.75;1.14;0.39;0.32;0.14;0.5;-0.24;3.03;18.39;4.28;18.11;0.23;0.33;1.02;17.42;;76232830.49;16.83;3.1;-0.08;10517158705
GOLL4;7.77;;-174.95;-1.22;1.51;25.67;11.27;-0.8;12.4;7.49;5.77;;1.4;-2.3;-1.84;0.21;-0.7;-0.86;-24.24;-1.24;2.24;1.08;8.03;;76580109.62;-6.38;-0.04;1.8;3253601284
GPAR3;45;;44.17;4.98;4.75;30.64;78.04;694.19;392.88;374.09;-18.8;-0.24;306.61;17.11;-6.66;30.76;11.27;10.75;-2.4;0.95;0.05;0.02;-9.31;-43.77;8333.33;9.04;1.02;-0.49;3585442590
GPIV33;2.6;;-0.28;0.1;0.04;100;154.55;185.32;-0.34;-1.48;-1.13;0.35;;-0.35;-0.04;0.6;-37.04;-12.64;-12.55;0.34;0.42;-0.07;;;40522.26;24.9;-9.22;0;112439327
GRAO3;0;;0;0;0;-1.88;3.19;1.89;0;3.07;3.07;2.88;0;0;0;0.88;55.75;6.97;10.91;0.13;0.8;3.68;;;;1.21;0.67;0;0
GRND3;6.15;23.3;9.96;1.64;1.5;42.35;9.28;22.64;24.3;22.07;-2.9;-0.2;2.25;2.82;-3.84;7.66;16.52;15.03;5.87;0.91;0.09;0.66;2.21;-3.36;11761877.74;3.74;0.62;-0.86;5548284000
GSHP3;14.5;;-1.5;-0.04;0.02;68.18;27.78;-12.06;0.65;39.51;38.86;;0.18;-0.43;-0.02;0.78;-2.46;-1.22;2.83;-0.5;1.5;0.1;-9.39;;3377.86;-392.36;-9.64;0.02;27967150.5
GUAR3;4.49;;-25.6;0.44;0.16;58.57;4.1;-1.03;6.41;11.67;4.88;0.34;0.26;0.62;-0.44;1.65;-1.73;-0.62;3.64;0.36;0.64;0.6;5.59;;9396787.56;10.14;-0.18;0.21;2241408000
GUAR4;151;;-861;14.89;5.32;58.57;4.1;-1.03;215.42;11.67;4.88;0.34;8.83;20.95;-14.9;1.65;-1.73;-0.62;3.64;0.36;0.64;0.6;5.59;;;10.14;-0.18;7.23;2241408000
HAGA3;2.5;;3.89;-0.54;0.5;27.03;21.32;25.82;4.72;0.2;-2.93;;1.01;1.23;-3.3;1.93;-13.78;12.94;-16.62;-0.94;1.94;0.5;2.91;;6658.31;-4.66;0.64;0.06;19516000.43
HAGA4;1.21;;1.88;-0.26;0.24;27.03;21.32;25.82;2.28;0.2;-2.93;;0.49;0.6;-1.6;1.93;-13.78;12.94;-16.62;-0.94;1.94;0.5;2.91;;40763.67;-4.66;0.64;0.03;19516000.43
HAPV3;3.74;;-35.94;0.57;0.38;23.96;0.63;-2.97;170.01;212.99;35.26;0.12;1.07;23.11;-0.43;1.15;-1.59;-1.05;-0.69;0.66;0.34;0.35;43.91;;287632155.1;6.54;-0.1;-0.17;28197592604
HBOR3;2.4;3.81;7.63;0.23;0.06;27.82;16.65;3.87;1.78;10.95;9.08;1.19;0.3;0.12;-0.18;3.62;3.04;0.76;3.64;0.25;0.6;0.2;11.84;;1449366.87;10.35;0.31;-0.21;321242572.8
HBRE3;4.72;;7.65;0.26;0.11;84.42;165.6;42.92;1.98;5.87;3.83;0.49;3.28;10.23;-0.12;1.17;3.34;1.48;5.93;0.44;0.42;0.03;21.74;-5.19;1178894.38;18.48;0.62;-0.12;487051990.3
HBSA3;4;;40.83;2.04;0.49;37.98;22.07;3.77;6.98;15.32;8.2;2.4;1.54;4.44;-0.62;2.13;5;1.2;6.38;0.24;0.76;0.32;17.46;44.82;42912959.64;1.96;0.1;-0.3;3041530572
HBTS5;52;5.57;3.97;0.83;0.33;89.64;133.89;118.82;3.52;4.67;1.15;0.27;4.71;-9.29;-0.37;0.77;20.89;8.29;16.33;0.4;0.6;0.07;49.55;;22925.5;62.76;13.11;-0.37;474951724
HETA3;96;;0.24;-0.14;3.55;100;66.2;6168.36;22.18;155.39;147.07;;14.69;-37.06;-4.81;0.73;-58.52;1491.54;391.44;-25.49;26.49;0.24;3.27;;;-689.01;403.24;0;18464425.99
HETA4;5.99;;0.01;-0.01;0.22;100;66.2;6168.36;1.38;155.39;147.07;;0.92;-2.31;-0.3;0.73;-58.52;1491.54;391.44;-25.49;26.49;0.24;3.27;;1378.53;-689.01;403.24;0;18464425.99
HGTX3;37.5;;101.99;3.57;2.48;40.58;-0.59;4.1;-707.65;-713.65;-5.99;0.03;4.18;7.5;-5.59;2.47;3.51;2.43;-7.32;0.69;0.31;0.59;-7.54;-26.63;;10.49;0.37;-1.23;6095022638
HOOT3;0;;0;0;0;69.58;132.67;109.2;0;0.07;-0.06;;0;0;0;0.13;-66.02;27.56;-68.65;-0.42;1.48;0.25;-3.08;;;-11.55;7.62;0;22183528.14
HOOT4;2.81;;0.37;-0.24;0.1;69.58;132.67;109.2;0.3;0.07;-0.06;;0.4;-0.16;-0.11;0.13;-66.02;27.56;-68.65;-0.42;1.48;0.25;-3.08;;13775.22;-11.55;7.62;0.01;22183528.14
HYPE3;31.37;3.93;11.23;1.74;0.82;63.15;32.88;21.6;7.38;10.9;2.83;0.67;2.43;5.21;-1.23;1.89;15.53;7.29;12.12;0.47;0.53;0.34;16.61;12.88;116878151.8;17.98;2.79;1.23;19870411218
IDVL3;2.16;;-0.99;0.93;0.06;-18.91;-40.19;-154.6;-3.81;-3.84;;;1.53;0.48;-0.13;1.26;-94.38;-5.67;;0.06;0.94;0.04;-32.17;;;2.31;-2.18;0;224007574.4
IDVL4;2.67;;-1.22;1.16;0.07;-18.91;-40.19;-154.6;-4.71;-3.84;;;1.89;0.59;-0.16;1.26;-94.38;-5.67;;0.06;0.94;0.04;-32.17;;;2.31;-2.18;0;224007574.4
IFCM3;1.25;;-1.75;0.34;0.15;42.99;-6.52;-27.93;-7.5;-16.2;-8.09;0.37;0.49;19.64;-0.2;1.03;-19.52;-8.36;-3.06;0.43;0.57;0.3;;;10190173.08;3.66;-0.71;-0.02;484169391.3
IGBR3;175.99;;0.56;-0.34;1.04;100;6032.01;5379.32;0.5;1.06;0.56;;30.26;-0.99;-2.15;0.33;-60.1;184.1;-146.75;-3.06;4.06;0.03;-7.98;;250175.33;-520.56;312.87;0;220074791
IGSN3;0;;0;0;0;33.12;12.41;-19.99;0;21.03;21.03;1.93;0;0;0;1.05;-14.79;-3.78;0.66;0.26;0.74;0.19;29.48;;;7.09;-1.05;0;0
IGTA3;33;;25.63;1.89;0.92;60.26;51.94;21.56;10.64;13.07;2.43;0.43;5.53;15.43;-1.18;1.37;7.36;3.58;9.21;0.49;0.51;0.17;7.55;0.59;;17.49;1.29;-0.08;5758073079
IGTI11;20.18;1.81;29.07;2.01;1.11;60.23;49.05;25.61;15.18;13.59;3.56;0.47;7.45;7.96;-1.39;3.22;6.91;3.82;7.27;0.55;0.44;0.15;7.95;29.39;70614805.85;10.05;0.69;-0.08;5329720225
IGTI3;2.61;2;11.28;0.78;0.43;60.23;49.05;25.61;5.89;13.59;3.56;0.47;2.89;3.09;-0.54;3.22;6.91;3.82;7.27;0.55;0.44;0.15;7.95;29.39;155678.49;3.35;0.23;-0.03;5329720225
IGTI4;8.34;1.88;36.04;2.49;1.38;60.23;49.05;25.61;18.82;13.59;3.56;0.47;9.23;9.87;-1.73;3.22;6.91;3.82;7.27;0.55;0.44;0.15;7.95;29.39;6567.55;3.35;0.23;-0.1;5329720225
INEP3;4.09;;-0.47;-0.1;0.14;-84.5;-1128.47;-4213.94;-1.75;-10.68;-9.03;;19.79;-0.14;-0.15;0.08;-21.28;-29.29;13.46;-1.38;2.38;0.01;-23.07;;325079.49;-40.91;-8.71;0;167644875.8
INEP4;3.3;;-0.38;-0.08;0.11;-84.5;-1128.47;-4213.94;-1.42;-10.68;-9.03;;15.97;-0.11;-0.12;0.08;-21.28;-29.29;13.46;-1.38;2.38;0.01;-23.07;;137872.77;-40.91;-8.71;0;167644875.8
INNT3;0;;0;0;0;24.36;10.9;9.04;0;4.92;4.92;1.51;0;0;0;1.04;25.37;3.89;9.27;0.15;0.85;0.43;30.4;13.01;;1.85;0.47;0;0
INTB3;19.38;2.09;11.9;2.63;1.34;30.5;11.8;12.24;12.35;12.06;-0.66;-0.14;1.46;2.93;-5.15;2.59;22.12;11.22;14.41;0.51;0.49;0.92;23.09;23.75;30236693.69;7.36;1.63;0.31;6349103312
IRBR3;40.86;;-10.88;0.81;0.16;-9.84;-15.96;-4.56;-3.11;-3.2;;;0.5;-1.01;-0.37;0.78;-7.47;-1.5;;0.2;0.8;0.33;8.26;;80679608.49;50.3;-3.75;0.17;3361266670
ITEC3;40.1;;-35.12;22.04;9.22;-121.18;-18852.94;-7435.88;-13.85;-13.21;0.64;-1.02;2611.73;25.42;-16.7;5.23;-62.76;-26.24;-174.07;0.42;0.58;0;-75.29;;;1.82;-1.14;1.36;443994658.6
ITSA3;8.84;8.4;6.46;1.12;0.84;34.55;199.77;169.98;5.5;5.88;0.32;0.07;10.99;19.62;-0.96;1.49;17.26;12.97;16.31;0.75;0.21;0.08;11.3;10.26;2067933.13;7.92;1.37;-214.47;85060038132
ITSA4;8.73;8.5;6.38;1.1;0.83;34.55;199.77;169.98;5.43;5.88;0.32;0.07;10.85;19.38;-0.95;1.49;17.26;12.97;16.31;0.75;0.21;0.08;11.3;10.26;178440622.5;7.92;1.37;-211.8;85060038132
ITUB3;23.23;6.44;7.21;1.27;0.09;32.97;11.01;9.29;6.09;6.71;;;0.67;;-0.09;;17.65;1.3;;0.07;0.92;0.14;13.63;6.36;14850635.38;18.24;3.22;0.39;2.47473E+11
ITUB4;27.3;5.48;8.48;1.5;0.11;32.97;11.01;9.29;7.16;6.71;;;0.79;;-0.11;;17.65;1.3;;0.07;0.92;0.14;13.63;6.36;632011078.5;18.24;3.22;0.46;2.47473E+11
JALL3;8.28;5.35;3.15;1.27;0.4;30.21;51.55;42.37;2.59;5.31;2.67;1.31;1.33;1.92;-0.61;2.53;40.16;12.66;16.71;0.32;0.68;0.3;;;7506071.21;6.55;2.63;;2513326634
JBSS3;19.88;10.06;9.49;1.04;0.22;-4.09;-3.86;1.26;-3.11;-8.77;-5.65;1.89;0.12;2.04;-0.35;1.43;10.97;2.34;-12.57;0.21;0.77;1.85;18.1;54.13;148142739.3;19.1;2.1;-0.12;44096153436
JFEN3;2.13;;-1.68;-0.07;0.04;10.27;-77.84;-35.66;-0.77;-10.98;-10.17;;0.6;-0.27;-0.21;0.85;-4.17;-2.35;87.49;-0.56;1.65;0.07;-47.18;;13070.59;-30.46;-1.27;0.02;44816825.19
JHSF3;4.2;11.15;6.15;0.57;0.27;55.96;44.96;27.67;3.79;7.1;3.17;0.47;1.7;1.25;-0.38;3.42;9.21;4.35;7.66;0.47;0.49;0.16;39.82;;12958274.62;7.41;0.68;-0.13;2853179872
